Date,Site,Staff Reported Positive Tests,# of Currently Positive Staff, Staff Deaths,Staff Recovered,Housing type,Isolation Inmates,Positive Inmates,Confirmed Inmate Deaths,Pending Results,Recovered Inmates,Daily Recovered,N1,N2,B.1.1.7 (Alpha),B.1.351 (Beta),P.1 (Gamma),B.1.617 (Delta),B.1.427/B.1.429 (Epsilon),N679K/Q954H (Omicron),Presumptive Cases,Average Presumptive Cases,Y,X
9/20/21,MACI,245,1,0,244,COMBO,0,0,2,2,262,,0,0,0,0,0,0,0,,1,2,39.91208343,-83.46803094
9/27/21,MACI,245,1,0,244,COMBO,0,0,2,0,259,,0,0,0,0,0,0,0,,1,1,39.91208343,-83.46803094
10/4/21,MACI,245,0,0,245,COMBO,0,0,2,3,258,,0,0,0,0,0,0,0,,0,0,39.91208343,-83.46803094
10/11/21,MACI,245,1,0,244,COMBO,0,0,2,1,258,,4.08,2.7,0,0,0,0,0,,1,1,39.91208343,-83.46803094
10/18/21,MACI,246,0,0,246,COMBO,0,0,2,3,255,,3.43,2.8,0,0,0,1,1,,0,0,39.91208343,-83.46803094
10/25/21,MACI,246,0,0,246,COMBO,0,0,2,2,254,,16.9,11.5,0,0,0,1,1,,0,0,39.91208343,-83.46803094
11/1/21,MACI,249,3,0,246,COMBO,1,1,2,3,254,,5.95,4.41,0,0,0,0,0,,4,3,39.91208343,-83.46803094
11/8/21,MACI,253,3,0,250,COMBO,2,2,2,4,253,,47.1,35.3,0,0,0,1,1,,5,6,39.91208343,-83.46803094
11/15/21,MACI,262,9,0,253,COMBO,10,10,2,4,252,,431,423,0,0,0,1,1,,19,17,39.91208343,-83.46803094
11/22/21,MACI,264,7,0,257,COMBO,11,11,2,3,252,,42.1,45.8,0,0,0,1,1,,18,19,39.91208343,-83.46803094
11/29/21,MACI,269,5,0,264,COMBO,4,3,2,6,259,,15.7,12.2,0,0,0,1,1,,8,7,39.91208343,-83.46803094
12/6/21,MACI,271,7,0,264,COMBO,3,2,2,3,259,,4.83,3.5,0,0,0,1,1,,9,8,39.91208343,-83.46803094
12/13/21,MACI,278,7,0,271,COMBO,3,3,2,3,259,,188,134,0,0,0,1,1,,10,9,39.91208343,-83.46803094
12/20/21,MACI,279,8,0,271,COMBO,3,2,2,6,261,,15.3,12.8,0,0,0,0,0,,10,9,39.91208343,-83.46803094
12/27/21,MACI,281,4,0,277,COMBO,2,2,2,3,262,,78,107,0,0,0,0,0,1,6,7,39.91208343,-83.46803094
1/3/22,MACI,294,22,0,272,COMBO,2,2,2,8,261,,47.2,38,0,0,0,0,0,1,24,23,39.91208343,-83.46803094
1/10/22,MACI,316,34,0,282,COMBO,6,2,2,10,259,,646,501,0,0,0,0,0,1,36,31,39.91208343,-83.46803094
1/17/22,MACI,339,42,0,297,COMBO,16,13,2,9,255,,164,101,,,,,,,55,41,39.91208343,-83.46803094
9/4/20,MANCI,32,0,0,32,,0,0,0,17,40,,581,0,,,,,,,0,0,40.79196103,-82.5116918
9/9/20,MANCI,32,0,0,32,,1,0,0,16,40,0,0,1860,,,,,,,0,0,40.79196103,-82.5116918
9/15/20,MANCI,32,0,0,32,,0,0,0,29,40,0,0,0,,,,,,,0,0,40.79196103,-82.5116918
9/22/20,MANCI,32,0,0,32,,0,0,0,36,40,0,3.57,3.45,,,,,,,0,0,40.79196103,-82.5116918
9/29/20,MANCI,34,2,0,32,,1,0,0,25,40,0,49,29,,,,,,,2,1,40.79196103,-82.5116918
10/6/20,MANCI,34,0,0,34,,28,25,1,36,39,0,31.6,23,,,,,,,25,10,40.79196103,-82.5116918
10/13/20,MANCI,38,4,0,34,,34,32,1,3,39,0,11.1,7.15,,,,,,,36,27,40.79196103,-82.5116918
10/20/20,MANCI,39,5,0,34,,1,0,1,32,71,7,0,0,,,,,,,5,18,40.79196103,-82.5116918
10/27/20,MANCI,42,6,0,36,,0,0,1,47,71,0,0,0,,,,,,,6,6,40.79196103,-82.5116918
11/3/20,MANCI,47,5,0,42,,0,0,1,31,70,-1,0,0,,,,,,,5,8,40.79196103,-82.5116918
11/10/20,MANCI,52,7,0,45,,1,0,1,36,69,-1,0,0,,,,,,,7,8,40.79196103,-82.5116918
11/17/20,MANCI,57,6,0,51,,0,0,1,4,66,-2,0,0,,,,,,,6,8,40.79196103,-82.5116918
11/24/20,MANCI,62,11,0,51,,3,0,1,30,64,0,0,0,,,,,,,11,9,40.79196103,-82.5116918
12/1/20,MANCI,72,14,0,58,,7,7,1,24,65,0,61.9,70.1,,,,,,,21,19,40.79196103,-82.5116918
12/8/20,MANCI,91,26,0,65,,3,3,1,12,70,5,159,229,,,,,,,29,31,40.79196103,-82.5116918
12/15/20,MANCI,105,38,0,67,,20,8,1,34,71,0,132,42.9,,,,,,,46,42,40.79196103,-82.5116918
12/22/20,MANCI,125,37,0,88,,43,38,1,81,74,3,181,80.5,,,,,,,75,70,40.79196103,-82.5116918
12/29/20,MANCI,141,37,0,104,,23,21,1,18,104,7,47.7,25.4,,,,,,,58,78,40.79196103,-82.5116918
1/4/21,MANCI,154,50,0,104,,20,18,1,6,109,0,79.5,58.2,,,,,,,68,66,40.79196103,-82.5116918
1/11/21,MANCI,167,22,0,145,,14,12,2,3,122,1,85.7,70.8,,,,,,,34,41,40.79196103,-82.5116918
1/18/21,MANCI,169,15,0,154,,7,7,2,3,125,0,21.1,48.8,,,,,,,22,22,40.79196103,-82.5116918
1/25/21,MANCI,179,16,0,163,,6,5,3,8,128,0,42.1,95.3,,,,,,,21,21,40.79196103,-82.5116918
2/2/21,MANCI,195,30,0,165,,5,5,3,1,133,0,127,65.1,,,,,,,35,32,40.79196103,-82.5116918
2/8/21,MANCI,211,27,0,184,,8,8,4,9,133,1,37.8,46.9,,,,,,,35,35,40.79196103,-82.5116918
2/15/21,MANCI,230,28,0,202,,17,17,4,1,135,0,757,1630,,,,,,,45,40,40.79196103,-82.5116918
2/22/21,MANCI,238,25,0,213,,7,4,4,14,145,3,62.3,255,,,,,,,29,37,40.79196103,-82.5116918
3/1/21,MANCI,250,17,0,233,,4,4,4,3,144,1,14.3,34.4,,,,,,,21,24,40.79196103,-82.5116918
3/8/21,MANCI,254,6,0,248,,1,1,4,2,147,-1,9.67,2.97,,,,,,,7,11,40.79196103,-82.5116918
3/15/21,MANCI,254,2,0,252,,1,0,4,8,145,-1,0,0,,,,,,,2,4,40.79196103,-82.5116918
3/22/21,MANCI,256,2,0,254,,0,0,4,25,144,0,0,0,,,,,,,2,2,40.79196103,-82.5116918
3/29/21,MANCI,257,3,0,254,,0,0,4,37,144,0,0,0,,,,,,,3,3,40.79196103,-82.5116918
4/5/21,MANCI,257,0,0,257,,0,0,4,9,144,0,0,0,,,,,,,0,2,40.79196103,-82.5116918
4/12/21,MANCI,260,4,0,256,,0,0,4,4,143,0,0,0,,,,,,,4,3,40.79196103,-82.5116918
4/19/21,MANCI,262,1,0,261,,0,0,4,9,139,-2,0,0,,,,,,,1,3,40.79196103,-82.5116918
4/26/21,MANCI,263,1,0,262,,0,0,4,14,138,,0,0,,,,,,,1,1,40.79196103,-82.5116918
5/3/21,MANCI,264,1,0,263,,0,0,4,4,136,,0,0,,,,,,,1,1,40.79196103,-82.5116918
5/10/21,MANCI,264,0,0,264,,0,0,4,20,136,,0,0,,,,,,,0,1,40.79196103,-82.5116918
5/17/21,MANCI,264,0,0,264,,0,0,4,3,136,,0,0,,,,,,,0,0,40.79196103,-82.5116918
5/24/21,MANCI,264,0,0,264,,2,1,4,14,135,,0,0,,,,,,,1,1,40.79196103,-82.5116918
6/1/21,MANCI,264,0,0,264,,0,0,4,0,136,,0,0,,,,,,,0,1,40.79196103,-82.5116918
6/7/21,MANCI,264,0,0,264,,0,0,4,1,133,,0,0,,,,,,,0,0,40.79196103,-82.5116918
6/14/21,MANCI,264,0,0,264,,0,0,4,4,132,,0,0,,,,,,,0,0,40.79196103,-82.5116918
6/21/21,MANCI,264,0,0,264,,0,0,4,9,131,,0,0,,,,,,,0,0,40.79196103,-82.5116918
6/28/21,MANCI,264,0,0,264,,0,0,4,5,131,,0,0,,,,,,,0,0,40.79196103,-82.5116918
7/6/21,MANCI,264,0,0,264,,0,0,4,15,129,,0,0,,,,,,,0,0,40.79196103,-82.5116918
7/12/21,MANCI,264,0,0,264,,0,0,4,3,128,,0,0,0,0,,,,,0,0,40.79196103,-82.5116918
7/19/21,MANCI,264,0,0,264,,0,0,4,1,127,,0,0,0,0,,,,,0,0,40.79196103,-82.5116918
7/26/21,MANCI,264,0,0,264,,0,0,4,6,128,,0,0,,,,,,,270,0,40.79196103,-82.5116918
8/2/21,MANCI,264,0,0,264,,0,0,4,4,128,,0,0,0,0,,,,,0,0,40.79196103,-82.5116918
8/9/21,MANCI,265,1,0,264,,0,0,4,0,128,,0,0,0,0,0,0,0,,1,1,40.79196103,-82.5116918
8/16/21,MANCI,266,1,0,265,,0,0,4,19,126,,0,0,0,0,0,0,0,,1,1,40.79196103,-82.5116918
8/23/21,MANCI,267,2,0,265,,0,0,4,10,125,,0,0,0,0,0,0,0,,2,2,40.79196103,-82.5116918
8/30/21,MANCI,267,1,0,266,,1,0,4,18,124,,0,0,0,0,0,1,1,,1,1,40.79196103,-82.5116918
9/7/21,MANCI,270,1,0,269,,1,1,4,35,122,,9.11,0,0,0,0,1,1,,2,4,40.79196103,-82.5116918
9/13/21,MANCI,277,8,0,269,,1,1,4,21,125,,5,0,0,0,0,1,1,,9,8,40.79196103,-82.5116918
9/20/21,MANCI,280,11,0,269,COMBO,3,1,4,9,124,,12.3,0,0,0,0,1,1,,12,11,40.79196103,-82.5116918
9/27/21,MANCI,283,9,0,274,COMBO,2,0,4,19,127,,4.08,0,0,0,0,1,1,,9,8,40.79196103,-82.5116918
10/4/21,MANCI,284,2,0,282,COMBO,1,0,4,12,126,,0,0,0,0,0,0,0,,2,5,40.79196103,-82.5116918
10/11/21,MANCI,287,6,0,281,COMBO,0,0,4,7,126,,0,0,0,0,0,0,0,,6,4,40.79196103,-82.5116918
10/18/21,MANCI,288,3,0,285,COMBO,0,0,4,22,124,,0,0,0,0,0,0,0,,3,4,40.79196103,-82.5116918
10/25/21,MANCI,289,4,0,285,COMBO,0,0,4,7,121,,0,0,0,0,0,0,0,,4,4,40.79196103,-82.5116918
11/1/21,MANCI,291,6,0,285,COMBO,0,0,4,17,120,,0,0,0,0,0,0,0,,6,6,40.79196103,-82.5116918
11/8/21,MANCI,292,7,0,285,COMBO,0,0,4,22,119,,0,0,0,0,0,0,0,,7,7,40.79196103,-82.5116918
11/15/21,MANCI,295,8,0,287,COMBO,1,0,4,26,119,,0,0,0,0,0,1,1,,8,9,40.79196103,-82.5116918
11/22/21,MANCI,296,10,0,286,COMBO,1,0,4,11,119,,13.1,13,0,0,0,1,1,,10,10,40.79196103,-82.5116918
11/29/21,MANCI,299,9,0,290,COMBO,0,0,4,38,119,,8.05,3.51,0,0,0,1,1,,9,10,40.79196103,-82.5116918
12/6/21,MANCI,310,19,0,291,COMBO,5,1,4,39,118,,187,119,0,0,0,1,1,,20,18,40.79196103,-82.5116918
12/13/21,MANCI,318,16,0,302,COMBO,4,4,4,22,119,,1530,1420,0,0,0,1,1,,20,21,40.79196103,-82.5116918
12/20/21,MANCI,328,23,0,305,COMBO,8,7,4,8,120,,480,245,0,0,0,1,1,,30,29,40.79196103,-82.5116918
12/27/21,MANCI,349,38,0,311,COMBO,8,6,4,16,125,,331,93.4,0,0,0,1,1,0,44,38,40.79196103,-82.5116918
1/3/22,MANCI,383,54,0,329,COMBO,11,8,4,13,128,,652,752,0,0,0,1,1,1,62,53,40.79196103,-82.5116918
1/10/22,MANCI,405,44,0,361,COMBO,17,15,4,16,129,,1340,924,0,0,0,0,0,1,59,53,40.79196103,-82.5116918
1/17/22,MANCI,433,48,0,385,COMBO,15,15,4,3,135,,0,0,,,,,,,63,55,40.79196103,-82.5116918
9/4/20,MCI,181,-1,1,181,,0,0,12,4,1970,,0,0,,,,,,,-1,-1,40.61628575,-83.10695995
9/9/20,MCI,181,-1,1,181,,0,0,12,6,1963,-8,0,0,,,,,,,-1,-1,40.61628575,-83.10695995
9/15/20,MCI,181,-1,1,181,,0,0,12,8,1959,-1,0,0,,,,,,,-1,-1,40.61628575,-83.10695995
9/22/20,MCI,181,-1,1,181,,0,0,12,0,1952,-5,0,0,,,,,,,-1,-1,40.61628575,-83.10695995
9/29/20,MCI,182,0,1,181,,0,0,12,2,1949,-5,0,0,,,,,,,0,-1,40.61628575,-83.10695995
10/6/20,MCI,184,1,1,182,,0,0,12,2,1936,0,0,0,,,,,,,1,0,40.61628575,-83.10695995
10/13/20,MCI,187,6,1,180,,0,0,12,0,1930,-4,0,0,,,,,,,6,3,40.61628575,-83.10695995
10/20/20,MCI,191,9,1,181,,0,0,12,3,1923,-4,0,0,,,,,,,9,8,40.61628575,-83.10695995
10/27/20,MCI,191,5,1,185,,0,0,12,5,1918,-1,0,0,,,,,,,5,8,40.61628575,-83.10695995
11/3/20,MCI,192,1,1,190,,0,0,12,9,1904,-4,0,0,,,,,,,1,5,40.61628575,-83.10695995
11/10/20,MCI,192,0,1,191,,0,0,12,2,1899,-3,7.03,7.18,,,,,,,0,0,40.61628575,-83.10695995
11/17/20,MCI,194,2,1,191,,1,1,12,4,1893,-3,7.92,8.9,,,,,,,3,1,40.61628575,-83.10695995
11/24/20,MCI,199,7,1,191,,4,4,12,2,1892,0,0,0,,,,,,,11,10,40.61628575,-83.10695995
12/1/20,MCI,205,11,1,193,,4,4,12,7,1888,-2,0,0,,,,,,,15,14,40.61628575,-83.10695995
12/8/20,MCI,209,9,1,199,,1,1,12,4,1888,-1,0,0,,,,,,,10,12,40.61628575,-83.10695995
12/15/20,MCI,209,7,1,201,,2,2,12,2,1879,0,0,0,,,,,,,9,9,40.61628575,-83.10695995
12/22/20,MCI,215,8,1,206,,2,2,12,1,1872,-3,0,0,,,,,,,10,8,40.61628575,-83.10695995
12/29/20,MCI,216,4,1,211,,1,1,12,5,1869,-1,0,0,,,,,,,5,10,40.61628575,-83.10695995
1/4/21,MCI,218,8,1,209,,1,1,12,0,1864,-4,0,0,,,,,,,9,9,40.61628575,-83.10695995
1/11/21,MCI,218,4,1,213,,0,0,12,0,1854,-5,0,0,,,,,,,4,5,40.61628575,-83.10695995
1/18/21,MCI,220,5,1,214,,0,0,12,0,1851,0,0,0,,,,,,,5,5,40.61628575,-83.10695995
1/25/21,MCI,224,9,1,214,,0,0,12,7,1843,-2,0,0,,,,,,,9,6,40.61628575,-83.10695995
2/2/21,MCI,227,9,1,217,,0,0,12,3,1841,0,0,0,,,,,,,9,10,40.61628575,-83.10695995
2/8/21,MCI,227,8,1,218,,0,0,12,5,1837,-2,0,0,,,,,,,8,9,40.61628575,-83.10695995
2/15/21,MCI,227,8,1,218,,0,0,12,0,1830,0,0,0,,,,,,,8,8,40.61628575,-83.10695995
2/22/21,MCI,227,1,1,225,,0,0,12,2,1825,-1,0,0,,,,,,,1,4,40.61628575,-83.10695995
3/1/21,MCI,227,0,1,226,,0,0,12,2,1815,-2,0,0,,,,,,,0,1,40.61628575,-83.10695995
3/8/21,MCI,227,0,1,226,,0,0,12,3,1813,-3,0,0,,,,,,,0,0,40.61628575,-83.10695995
3/15/21,MCI,227,0,1,226,,0,0,12,5,1812,-1,0,0,,,,,,,0,0,40.61628575,-83.10695995
3/22/21,MCI,228,1,1,226,,0,0,12,5,1810,0,0,0,,,,,,,1,1,40.61628575,-83.10695995
3/29/21,MCI,228,0,1,227,,0,0,12,3,1805,-1,0,0,,,,,,,0,1,40.61628575,-83.10695995
4/5/21,MCI,228,0,1,227,,0,0,12,0,1793,-3,0,0,,,,,,,0,0,40.61628575,-83.10695995
4/12/21,MCI,228,0,1,227,,0,0,12,2,1782,-2,0,0,,,,,,,0,0,40.61628575,-83.10695995
4/19/21,MCI,228,0,1,227,,0,0,12,0,1777,0,0,0,,,,,,,0,0,40.61628575,-83.10695995
4/26/21,MCI,229,1,1,227,,0,0,12,2,1770,,0,0,,,,,,,1,0,40.61628575,-83.10695995
5/3/21,MCI,229,1,1,227,,0,0,12,4,1770,,0,0,,,,,,,1,1,40.61628575,-83.10695995
5/10/21,MCI,229,1,1,227,,0,0,12,1,1767,,0,0,,,,,,,1,1,40.61628575,-83.10695995
5/17/21,MCI,229,0,1,228,,0,0,12,1,1764,,0,0,,,,,,,0,0,40.61628575,-83.10695995
5/24/21,MCI,229,0,1,228,,0,0,12,1,1761,,0,0,,,,,,,0,0,40.61628575,-83.10695995
6/1/21,MCI,229,0,1,228,,0,0,12,6,1754,,0,0,,,,,,,0,0,40.61628575,-83.10695995
6/7/21,MCI,229,0,1,228,,0,0,12,0,1747,,0,0,,,,,,,0,0,40.61628575,-83.10695995
6/14/21,MCI,230,1,1,228,,0,0,12,2,1746,,0,0,,,,,,,1,0,40.61628575,-83.10695995
6/21/21,MCI,231,2,1,228,,0,0,12,6,1738,,0,0,,,,,,,2,1,40.61628575,-83.10695995
6/28/21,MCI,230,0,1,229,,0,0,12,2,1738,,0,0,,,,,,,0,1,40.61628575,-83.10695995
7/6/21,MCI,230,0,1,229,,0,0,12,4,1726,,0,0,,,,,,,0,0,40.61628575,-83.10695995
7/12/21,MCI,230,0,1,229,,0,0,12,1,1716,,0,0,0,0,,,,,0,0,40.61628575,-83.10695995
7/19/21,MCI,230,0,1,229,,0,0,12,0,1716,,0,0,0,0,,,,,0,0,40.61628575,-83.10695995
7/26/21,MCI,230,0,1,229,,0,0,12,17,1716,,0,0,,,,,,,246,0,40.61628575,-83.10695995
8/2/21,MCI,230,0,1,229,,0,0,12,13,1711,,0,0,0,0,,,,,0,0,40.61628575,-83.10695995
8/9/21,MCI,230,0,1,229,,0,0,12,4,1701,,0,0,0,0,0,0,0,,0,0,40.61628575,-83.10695995
8/16/21,MCI,231,1,1,229,,0,0,12,6,1696,,0,0,0,0,0,0,0,,1,1,40.61628575,-83.10695995
8/23/21,MCI,231,1,1,229,,0,0,12,6,1693,,0,0,0,0,0,0,0,,1,1,40.61628575,-83.10695995
8/30/21,MCI,232,1,1,230,,0,0,12,3,1698,,0,0,0,0,0,0,0,,1,1,40.61628575,-83.10695995
9/7/21,MCI,234,3,1,230,,0,0,12,7,1690,,0,0,0,0,0,0,0,,3,2,40.61628575,-83.10695995
9/13/21,MCI,234,2,1,231,,0,0,12,6,1690,,0,0,0,0,0,0,0,,2,2,40.61628575,-83.10695995
9/20/21,MCI,237,3,1,233,COMBO,0,0,12,2,1686,,0,0,0,0,0,0,0,,3,1,40.61628575,-83.10695995
9/27/21,MCI,237,3,1,233,COMBO,0,0,12,2,1688,,0,0,0,0,0,0,0,,3,3,40.61628575,-83.10695995
10/4/21,MCI,238,3,1,234,COMBO,0,0,12,6,1685,,0,0,0,0,0,0,0,,3,2,40.61628575,-83.10695995
10/11/21,MCI,239,2,1,236,COMBO,0,0,12,0,1681,,0,0,0,0,0,0,0,,2,2,40.61628575,-83.10695995
10/18/21,MCI,240,1,1,238,COMBO,0,0,12,4,1674,,0,0,0,0,0,0,0,,1,1,40.61628575,-83.10695995
10/25/21,MCI,242,3,1,238,COMBO,0,0,12,7,1674,,0,0,0,0,0,0,0,,3,3,40.61628575,-83.10695995
11/1/21,MCI,248,8,1,239,COMBO,0,0,12,0,1669,,4.44,2.77,0,0,0,0,0,,8,6,40.61628575,-83.10695995
11/8/21,MCI,253,8,1,244,COMBO,0,0,12,7,1666,,139,92.2,0,0,0,1,1,,8,9,40.61628575,-83.10695995
11/15/21,MCI,254,3,1,250,COMBO,0,0,12,1,1664,,156,138,0,0,0,1,1,,3,7,40.61628575,-83.10695995
11/22/21,MCI,257,6,1,250,COMBO,1,1,12,1,1659,,89.4,85.2,0,0,0,1,1,,7,5,40.61628575,-83.10695995
11/29/21,MCI,265,14,1,250,COMBO,2,1,12,2,1654,,241,173,0,0,0,0,0,,15,14,40.61628575,-83.10695995
12/6/21,MCI,274,12,1,261,COMBO,6,5,12,5,1649,,93.8,62.3,0,0,0,1,1,,17,19,40.61628575,-83.10695995
12/13/21,MCI,283,18,1,264,COMBO,7,7,12,2,1647,,70,59.9,0,0,0,1,1,,25,24,40.61628575,-83.10695995
12/20/21,MCI,286,11,1,274,COMBO,5,5,12,7,1642,,80.4,55.3,0,0,0,1,1,,16,20,40.61628575,-83.10695995
12/27/21,MCI,290,9,1,280,COMBO,3,3,12,7,1640,,0,0,0,0,0,0,0,0,12,13,40.61628575,-83.10695995
1/3/22,MCI,293,13,1,279,COMBO,1,1,12,3,1638,,70.3,82.7,0,0,0,0,0,1,14,14,40.61628575,-83.10695995
1/10/22,MCI,303,23,1,279,COMBO,2,2,12,5,1634,,484,384,0,0,0,0,0,1,25,22,40.61628575,-83.10695995
1/17/22,MCI,326,40,1,285,COMBO,11,10,12,3,1632,,24,28,,,,,,,50,38,40.61628575,-83.10695995
9/4/20,NCCC,46,0,0,46,,0,0,4,3,77,,0,0,,,,,,,0,0,40.61668469,-83.11493896
9/9/20,NCCC,46,0,0,46,,0,0,4,23,78,0,0,0,,,,,,,0,0,40.61668469,-83.11493896
9/15/20,NCCC,46,0,0,46,,3,3,4,8,78,0,0,0,,,,,,,3,2,40.61668469,-83.11493896
9/22/20,NCCC,46,0,0,46,,3,3,4,5,78,0,0,0,,,,,,,3,3,40.61668469,-83.11493896
9/29/20,NCCC,46,0,0,46,,0,0,7,0,82,0,0,0,,,,,,,0,1,40.61668469,-83.11493896
10/6/20,NCCC,46,0,0,46,,1,1,7,33,81,0,0,0,,,,,,,1,1,40.61668469,-83.11493896
10/13/20,NCCC,47,1,0,46,,5,3,7,29,81,0,0,0,,,,,,,4,2,40.61668469,-83.11493896
10/20/20,NCCC,47,1,0,46,,2,2,7,3,84,0,0,0,,,,,,,3,3,40.61668469,-83.11493896
10/27/20,NCCC,48,0,0,48,,0,0,7,0,85,0,0,0,,,,,,,0,1,40.61668469,-83.11493896
11/3/20,NCCC,48,0,0,48,,0,0,7,0,85,0,21.6,15.4,,,,,,,0,0,40.61668469,-83.11493896
11/10/20,NCCC,50,2,0,48,,0,0,7,0,85,0,5.29,5.37,,,,,,,2,1,40.61668469,-83.11493896
11/17/20,NCCC,53,5,0,48,,0,0,7,0,85,0,0,0,,,,,,,5,4,40.61668469,-83.11493896
11/24/20,NCCC,56,8,0,48,,0,0,7,3,84,0,0,0,,,,,,,8,8,40.61668469,-83.11493896
12/1/20,NCCC,59,11,0,48,,4,4,7,0,85,3,3.29,2.72,,,,,,,15,12,40.61668469,-83.11493896
12/8/20,NCCC,61,13,0,48,,4,4,7,0,84,0,0,0,,,,,,,17,17,40.61668469,-83.11493896
12/15/20,NCCC,72,24,0,48,,0,0,7,0,88,4,30.3,0,,,,,,,24,25,40.61668469,-83.11493896
12/22/20,NCCC,81,32,0,49,,0,0,7,0,87,-1,4.83,0,,,,,,,32,30,40.61668469,-83.11493896
12/29/20,NCCC,84,36,0,48,,0,0,7,0,87,0,0,0,,,,,,,36,34,40.61668469,-83.11493896
1/4/21,NCCC,84,36,0,48,,0,0,7,0,88,0,0,0,,,,,,,36,36,40.61668469,-83.11493896
1/11/21,NCCC,85,3,0,82,,0,0,7,0,87,0,0,0,,,,,,,3,22,40.61668469,-83.11493896
1/18/21,NCCC,85,2,0,83,,0,0,7,0,87,0,0,0,,,,,,,2,2,40.61668469,-83.11493896
1/25/21,NCCC,86,1,0,85,,0,0,7,0,87,0,0,0,,,,,,,1,0,40.61668469,-83.11493896
2/2/21,NCCC,87,1,0,86,,0,0,7,0,86,-1,0,0,,,,,,,1,1,40.61668469,-83.11493896
2/8/21,NCCC,89,2,0,87,,2,2,7,0,85,0,0,0,,,,,,,4,1,40.61668469,-83.11493896
2/15/21,NCCC,91,4,0,87,,2,2,7,0,85,0,0,0,,,,,,,6,6,40.61668469,-83.11493896
2/22/21,NCCC,91,0,0,91,,0,0,7,1,86,1,0,0,,,,,,,0,3,40.61668469,-83.11493896
3/1/21,NCCC,92,1,0,91,,0,0,7,0,86,0,22.2,19.1,,,,,,,1,1,40.61668469,-83.11493896
3/8/21,NCCC,93,1,0,92,,1,1,7,0,85,0,7.19,0,,,,,,,2,1,40.61668469,-83.11493896
3/15/21,NCCC,97,5,0,92,,2,2,7,0,85,0,28.3,10.4,,,,,,,7,6,40.61668469,-83.11493896
3/22/21,NCCC,102,10,0,92,,1,1,7,0,86,0,13.6,2.77,,,,,,,11,10,40.61668469,-83.11493896
3/29/21,NCCC,105,13,0,92,,1,1,7,0,86,0,12.2,4.19,,,,,,,14,13,40.61668469,-83.11493896
4/5/21,NCCC,105,13,0,92,,5,5,7,0,87,0,0,0,,,,,,,18,16,40.61668469,-83.11493896
4/12/21,NCCC,103,0,0,103,,2,2,7,0,90,2,0,0,,,,,,,2,7,40.61668469,-83.11493896
4/19/21,NCCC,104,1,0,103,,1,1,7,0,87,0,0,0,,,,,,,2,1,40.61668469,-83.11493896
4/26/21,NCCC,105,2,0,103,,1,1,7,0,87,,0,0,,,,,,,3,3,40.61668469,-83.11493896
5/3/21,NCCC,105,2,0,103,,0,0,7,0,88,,0,0,,,,,,,2,2,40.61668469,-83.11493896
5/10/21,NCCC,105,2,0,103,,0,0,7,0,88,,0,0,,,,,,,2,2,40.61668469,-83.11493896
5/17/21,NCCC,106,0,0,106,,0,0,7,0,88,,0,0,,,,,,,0,1,40.61668469,-83.11493896
5/24/21,NCCC,106,0,0,106,,0,0,7,0,89,,0,0,,,,,,,0,0,40.61668469,-83.11493896
6/1/21,NCCC,107,1,0,106,,0,0,7,0,88,,30.1,3.71,,,,,,,1,0,40.61668469,-83.11493896
6/7/21,NCCC,109,3,0,106,,0,0,7,0,87,,0,0,,,,,,,3,2,40.61668469,-83.11493896
6/14/21,NCCC,109,3,0,106,,1,1,7,0,86,,0,0,,,,,,,4,3,40.61668469,-83.11493896
6/21/21,NCCC,109,0,0,109,,1,1,7,0,86,,0,0,,,,,,,1,2,40.61668469,-83.11493896
6/28/21,NCCC,109,0,0,109,,1,1,7,0,86,,0,0,,,,,,,1,1,40.61668469,-83.11493896
7/6/21,NCCC,109,0,0,109,,0,0,7,0,86,,0,0,,,,,,,0,0,40.61668469,-83.11493896
7/12/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,0,0,,,,,0,0,40.61668469,-83.11493896
7/19/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,0,0,,,,,0,0,40.61668469,-83.11493896
7/26/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,,,,,,,109,0,40.61668469,-83.11493896
8/2/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,0,0,,,,,0,0,40.61668469,-83.11493896
8/9/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,0,0,0,0,0,,0,0,40.61668469,-83.11493896
8/16/21,NCCC,109,0,0,109,,0,0,7,0,85,,0,0,0,0,0,0,0,,0,0,40.61668469,-83.11493896
8/23/21,NCCC,113,4,0,109,,2,1,7,3,85,,88.8,12.5,0,1,1,1,1,,5,2,40.61668469,-83.11493896
8/30/21,NCCC,116,7,0,109,,7,5,7,2,85,,0,0,0,0,0,1,1,,12,9,40.61668469,-83.11493896
9/7/21,NCCC,123,9,0,114,,8,6,7,3,85,,4.4,0,0,0,0,1,1,,15,15,40.61668469,-83.11493896
9/13/21,NCCC,127,6,0,121,,2,2,7,1,89,,3.04,0,0,0,0,1,1,,8,8,40.61668469,-83.11493896
9/20/21,NCCC,131,7,0,124,OPEN BAY,1,1,7,2,90,,0,0,0,0,0,0,0,,8,9,40.61668469,-83.11493896
9/27/21,NCCC,132,5,0,127,OPEN BAY,0,0,7,4,90,,0,0,0,0,0,0,0,,5,6,40.61668469,-83.11493896
